timestamp,LCS2_CO2,LCS4_CO2,LCS1_CO2,LCS3_CO2,LCS5_CO2,reference_CO2
2025-01-01 23:49:00,1133.1084,899.1391,839.1667,1070.7044,884.0546,675.9269
2025-01-01 23:50:00,1131.775,897.8057,837.8333,1069.371,882.7212,674.5935
2025-01-01 23:51:00,1134.275,900.3057,840.3333,1071.871,885.2212,677.0935
2025-01-01 23:52:00,1134.275,900.3057,840.3333,1071.871,885.2212,677.0935
2025-01-01 23:53:00,1145.6084,911.6391,851.6667,1083.2044,896.5546,688.4269
2025-01-01 23:54:00,1147.275,913.3057,853.3333,1084.871,898.2212,690.0935
2025-01-01 23:55:00,1146.275,912.3057,852.3333,1083.871,897.2212,689.0935
2025-01-01 23:56:00,1142.275,908.3057,848.3333,1079.871,893.2212,685.0935
2025-01-01 23:57:00,1138.6084,904.6391,844.6667,1076.2044,889.5546,681.4269
2025-01-01 23:58:00,1133.775,899.8057,839.8333,1071.371,884.7212,676.5935
2025-01-01 23:59:00,1132.9417,898.9724,839.0,1070.5377,883.8879,675.7602
2025-01-02 00:00:00,1132.6084,898.6391,838.6667,1070.2044,883.5546,675.4269
2025-01-02 00:01:00,1145.1084,911.1391,851.1667,1082.7044,896.0546,687.9269
2025-01-02 00:02:00,1153.1084,919.1391,859.1667,1090.7044,904.0546,695.9269
2025-01-02 00:03:00,1152.6084,918.6391,858.6667,1090.2044,903.5546,695.4269
2025-01-02 00:04:00,1152.6084,918.6391,858.6667,1090.2044,903.5546,695.4269
2025-01-02 00:05:00,1156.1084,922.1391,862.1667,1093.7044,907.0546,698.9269
2025-01-02 00:06:00,1153.6084,919.6391,859.6667,1091.2044,904.5546,696.4269
2025-01-02 00:07:00,1157.1084,923.1391,863.1667,1094.7044,908.0546,699.9269
2025-01-02 00:08:00,1165.4417,931.4724,871.5,1103.0377,916.3879,708.2602
2025-01-02 00:09:00,1158.275,924.3057,864.3333,1095.871,909.2212,701.0935
2025-01-02 00:10:00,1156.275,922.3057,862.3333,1093.871,907.2212,699.0935
2025-01-02 00:11:00,1153.1084,919.1391,859.1667,1090.7044,904.0546,695.9269
2025-01-02 00:12:00,1147.1084,913.1391,853.1667,1084.7044,898.0546,689.9269
2025-01-02 00:13:00,1151.775,917.8057,857.8333,1089.371,902.7212,694.5935
2025-01-02 00:14:00,1156.4417,922.4724,862.5,1094.0377,907.3879,699.2602
2025-01-02 00:15:00,1167.1084,933.1391,873.1667,1104.7044,918.0546,709.9269
2025-01-02 00:16:00,1167.6084,933.6391,873.6667,1105.2044,918.5546,710.4269
2025-01-02 00:17:00,1169.6084,935.6391,875.6667,1107.2044,920.5546,712.4269
2025-01-02 00:18:00,1174.4417,940.4724,880.5,1112.0377,925.3879,717.2602
2025-01-02 00:19:00,1173.775,939.8057,879.8333,1111.371,924.7212,716.5935
2025-01-02 00:20:00,1171.275,937.3057,877.3333,1108.871,922.2212,714.0935
2025-01-02 00:21:00,1171.4417,937.4724,877.5,1109.0377,922.3879,714.2602
2025-01-02 00:22:00,1174.275,940.3057,880.3333,1111.871,925.2212,717.0935
2025-01-02 00:23:00,1172.4417,938.4724,878.5,1110.0377,923.3879,715.2602
2025-01-02 00:24:00,1173.1084,939.1391,879.1667,1110.7044,924.0546,715.9269
2025-01-02 00:25:00,1173.9417,939.9724,880.0,1111.5377,924.8879,716.7602
2025-01-02 00:26:00,1175.4417,941.4724,881.5,1113.0377,926.3879,718.2602
2025-01-02 00:27:00,1180.4417,946.4724,886.5,1118.0377,931.3879,723.2602
2025-01-02 00:28:00,1176.6084,942.6391,882.6667,1114.2044,927.5546,719.4269
2025-01-02 00:29:00,1174.9417,940.9724,881.0,1112.5377,925.8879,717.7602
2025-01-02 00:30:00,1178.6084,944.6391,884.6667,1116.2044,929.5546,721.4269
2025-01-02 00:31:00,1182.1084,948.1391,888.1667,1119.7044,933.0546,724.9269
2025-01-02 00:32:00,1185.775,951.8057,891.8333,1123.371,936.7212,728.5935
2025-01-02 00:33:00,1184.4417,950.4724,890.5,1122.0377,935.3879,727.2602
2025-01-02 00:34:00,1178.9417,944.9724,885.0,1116.5377,929.8879,721.7602
2025-01-02 00:35:00,1176.1084,942.1391,882.1667,1113.7044,927.0546,718.9269
2025-01-02 00:36:00,1169.775,935.8057,875.8333,1107.371,920.7212,712.5935
2025-01-02 00:37:00,1170.4417,936.4724,876.5,1108.0377,921.3879,713.2602
2025-01-02 00:38:00,1169.275,935.3057,875.3333,1106.871,920.2212,712.0935
2025-01-02 00:39:00,1158.9417,924.9724,865.0,1096.5377,909.8879,701.7602
2025-01-02 00:40:00,1155.275,921.3057,861.3333,1092.871,906.2212,698.0935
2025-01-02 00:41:00,1158.4417,924.4724,864.5,1096.0377,909.3879,701.2602
2025-01-02 00:42:00,1149.9417,915.9724,856.0,1087.5377,900.8879,692.7602
2025-01-02 00:43:00,1146.1084,912.1391,852.1667,1083.7044,897.0546,688.9269
2025-01-02 00:44:00,1142.775,908.8057,848.8333,1080.371,893.7212,685.5935
2025-01-02 00:45:00,1149.275,915.3057,855.3333,1086.871,900.2212,692.0935
2025-01-02 00:46:00,1157.4417,923.4724,863.5,1095.0377,908.3879,700.2602
2025-01-02 00:47:00,1161.775,927.8057,867.8333,1099.371,912.7212,704.5935
2025-01-02 00:48:00,1170.4417,936.4724,876.5,1108.0377,921.3879,713.2602
2025-01-02 00:49:00,1175.4417,941.4724,881.5,1113.0377,926.3879,718.2602
2025-01-02 00:50:00,1170.9417,936.9724,877.0,1108.5377,921.8879,713.7602
2025-01-02 00:51:00,1172.275,938.3057,878.3333,1109.871,923.2212,715.0935
2025-01-02 00:52:00,1175.4417,941.4724,881.5,1113.0377,926.3879,718.2602
2025-01-02 00:53:00,1183.1084,949.1391,889.1667,1120.7044,934.0546,725.9269
2025-01-02 00:54:00,1186.775,952.8057,892.8333,1124.371,937.7212,729.5935
2025-01-02 00:55:00,1190.775,956.8057,896.8333,1128.371,941.7212,733.5935
2025-01-02 00:56:00,1179.5822,940.9937,900.8333,1136.4818,917.2298,688.4266
2025-01-02 00:57:00,1186.5822,947.9937,907.8333,1143.4818,924.2298,695.4266
2025-01-02 00:58:00,1201.2489,962.6604,922.5,1158.1485,938.8965,710.0933
2025-01-02 00:59:00,1204.9156,966.3271,926.1667,1161.8152,942.5632,713.76
2025-01-02 01:00:00,1203.7489,965.1604,925.0,1160.6485,941.3965,712.5933
2025-01-02 01:01:00,1205.5822,966.9937,926.8333,1162.4818,943.2298,714.4266
2025-01-02 01:02:00,1207.2489,968.6604,928.5,1164.1485,944.8965,716.0933
2025-01-02 01:03:00,1208.0822,969.4937,929.3333,1164.9818,945.7298,716.9266
2025-01-02 01:04:00,1214.5822,975.9937,935.8333,1171.4818,952.2298,723.4266
2025-01-02 01:05:00,1212.9156,974.3271,934.1667,1169.8152,950.5632,721.76
2025-01-02 01:06:00,1216.2489,977.6604,937.5,1173.1485,953.8965,725.0933
2025-01-02 01:07:00,1211.7489,973.1604,933.0,1168.6485,949.3965,720.5933
2025-01-02 01:08:00,1202.2489,963.6604,923.5,1159.1485,939.8965,711.0933
2025-01-02 01:09:00,1193.4156,954.8271,914.6667,1150.3152,931.0632,702.26
2025-01-02 01:10:00,1196.7489,958.1604,918.0,1153.6485,934.3965,705.5933
2025-01-02 01:11:00,1196.9156,958.3271,918.1667,1153.8152,934.5632,705.76
2025-01-02 01:12:00,1200.4156,961.8271,921.6667,1157.3152,938.0632,709.26
2025-01-02 01:13:00,1202.2489,963.6604,923.5,1159.1485,939.8965,711.0933
2025-01-02 01:14:00,1198.7489,960.1604,920.0,1155.6485,936.3965,707.5933
2025-01-02 01:15:00,1199.7489,961.1604,921.0,1156.6485,937.3965,708.5933
2025-01-02 01:16:00,1198.2489,959.6604,919.5,1155.1485,935.8965,707.0933
2025-01-02 01:17:00,1195.9156,957.3271,917.1667,1152.8152,933.5632,704.76
2025-01-02 01:18:00,1189.2489,950.6604,910.5,1146.1485,926.8965,698.0933
2025-01-02 01:19:00,1183.0822,944.4937,904.3333,1139.9818,920.7298,691.9266
2025-01-02 01:20:00,1183.5822,944.9937,904.8333,1140.4818,921.2298,692.4266
2025-01-02 01:21:00,1191.775,957.8057,897.8333,1129.371,942.7212,734.5935
2025-01-02 01:22:00,1186.1084,952.1391,892.1667,1123.7044,937.0546,728.9269
2025-01-02 01:23:00,1181.9417,947.9724,888.0,1119.5377,932.8879,724.7602
2025-01-02 01:24:00,1187.9417,953.9724,894.0,1125.5377,938.8879,730.7602
2025-01-02 01:25:00,1187.275,953.3057,893.3333,1124.871,938.2212,730.0935
2025-01-02 01:26:00,1180.2489,941.6604,901.5,1137.1485,917.8965,689.0933
2025-01-02 01:27:00,1187.2489,948.6604,908.5,1144.1485,924.8965,696.0933
2025-01-02 01:28:00,1184.2489,945.6604,905.5,1141.1485,921.8965,693.0933
2025-01-02 01:29:00,1179.7489,941.1604,901.0,1136.6485,917.3965,688.5933
2025-01-02 01:30:00,1182.5822,943.9937,903.8333,1139.4818,920.2298,691.4266
2025-01-02 01:31:00,1193.6084,959.6391,899.6667,1131.2044,944.5546,736.4269
2025-01-02 01:32:00,1162.1084,928.1391,868.1667,1099.7044,913.0546,704.9269
2025-01-02 01:33:00,1148.6084,914.6391,854.6667,1086.2044,899.5546,691.4269
2025-01-02 01:34:00,1138.6084,904.6391,844.6667,1076.2044,889.5546,681.4269
2025-01-02 01:35:00,1139.4417,905.4724,845.5,1077.0377,890.3879,682.2602
2025-01-02 01:36:00,1136.1084,902.1391,842.1667,1073.7044,887.0546,678.9269
2025-01-02 01:37:00,1135.1084,901.1391,841.1667,1072.7044,886.0546,677.9269
2025-01-02 01:38:00,1141.4417,907.4724,847.5,1079.0377,892.3879,684.2602
2025-01-02 01:39:00,1151.9417,917.9724,858.0,1089.5377,902.8879,694.7602
2025-01-02 01:40:00,1153.275,919.3057,859.3333,1090.871,904.2212,696.0935
2025-01-02 01:41:00,1154.1084,920.1391,860.1667,1091.7044,905.0546,696.9269
2025-01-02 01:42:00,1146.9417,912.9724,853.0,1084.5377,897.8879,689.7602
2025-01-02 01:43:00,1148.775,914.8057,854.8333,1086.371,899.7212,691.5935
2025-01-02 01:44:00,1146.9417,912.9724,853.0,1084.5377,897.8879,689.7602
2025-01-02 01:45:00,1137.6084,903.6391,843.6667,1075.2044,888.5546,680.4269
2025-01-02 01:46:00,1137.4417,903.4724,843.5,1075.0377,888.3879,680.2602
2025-01-02 01:47:00,1140.275,906.3057,846.3333,1077.871,891.2212,683.0935
2025-01-02 01:48:00,1143.9417,909.9724,850.0,1081.5377,894.8879,686.7602
2025-01-02 01:49:00,1145.275,911.3057,851.3333,1082.871,896.2212,688.0935
2025-01-02 01:50:00,1155.1084,921.1391,861.1667,1092.7044,906.0546,697.9269
2025-01-02 01:51:00,1168.4417,934.4724,874.5,1106.0377,919.3879,711.2602
2025-01-02 01:52:00,1173.6084,939.6391,879.6667,1111.2044,924.5546,716.4269
2025-01-02 01:53:00,1189.775,955.8057,895.8333,1127.371,940.7212,732.5935
2025-01-02 01:54:00,1187.5822,948.9937,908.8333,1144.4818,925.2298,696.4266
2025-01-02 01:55:00,1184.7489,946.1604,906.0,1141.6485,922.3965,693.5933
2025-01-02 01:56:00,1195.2489,956.6604,916.5,1152.1485,932.8965,704.0933
2025-01-02 01:57:00,1208.9156,970.3271,930.1667,1165.8152,946.5632,717.76
2025-01-02 01:58:00,1217.5822,978.9937,938.8333,1174.4818,955.2298,726.4266
2025-01-02 01:59:00,1217.2489,978.6604,938.5,1174.1485,954.8965,726.0933
2025-01-02 02:00:00,1218.7489,980.1604,940.0,1175.6485,956.3965,727.5933
2025-01-02 02:01:00,1226.7489,988.1604,948.0,1183.6485,964.3965,735.5933
2025-01-02 02:02:00,1247.5822,1008.9937,968.8333,1204.4818,985.2298,756.4266
2025-01-02 02:03:00,1260.0822,1021.4937,981.3333,1216.9818,997.7298,768.9266
2025-01-02 02:04:00,1266.2489,1027.6604,987.5,1223.1485,1003.8965,775.0933
2025-01-02 02:05:00,1265.2489,1026.6604,986.5,1222.1485,1002.8965,774.0933
2025-01-02 02:06:00,1276.4156,1037.8271,997.6667,1233.3152,1014.0632,785.26
2025-01-02 02:07:00,1281.3889,1058.2353,1002.3333,1236.3904,1027.4735,767.209
2025-01-02 02:08:00,1278.4156,1039.8271,999.6667,1235.3152,1016.0632,787.26
2025-01-02 02:09:00,1286.7223,1063.5687,1007.6667,1241.7238,1032.8069,772.5424
2025-01-02 02:10:00,1283.2223,1060.0687,1004.1667,1238.2238,1029.3069,769.0424
2025-01-02 02:11:00,1290.8889,1067.7353,1011.8333,1245.8904,1036.9735,776.709
2025-01-02 02:12:00,1290.8889,1067.7353,1011.8333,1245.8904,1036.9735,776.709
2025-01-02 02:13:00,1297.7223,1074.5687,1018.6667,1252.7238,1043.8069,783.5424
2025-01-02 02:14:00,1302.5556,1079.402,1023.5,1257.5571,1048.6402,788.3757
2025-01-02 02:15:00,1307.7223,1084.5687,1028.6667,1262.7238,1053.8069,793.5424
2025-01-02 02:16:00,1312.8889,1089.7353,1033.8333,1267.8904,1058.9735,798.709
2025-01-02 02:17:00,1313.8889,1090.7353,1034.8333,1268.8904,1059.9735,799.709
2025-01-02 02:18:00,1311.0556,1087.902,1032.0,1266.0571,1057.1402,796.8757
2025-01-02 02:19:00,1313.0556,1089.902,1034.0,1268.0571,1059.1402,798.8757
2025-01-02 02:20:00,1320.7223,1097.5687,1041.6667,1275.7238,1066.8069,806.5424
2025-01-02 02:21:00,1320.2223,1097.0687,1041.1667,1275.2238,1066.3069,806.0424
2025-01-02 02:22:00,1316.8889,1093.7353,1037.8333,1271.8904,1062.9735,802.709
2025-01-02 02:23:00,1323.7223,1100.5687,1044.6667,1278.7238,1069.8069,809.5424
2025-01-02 02:24:00,1338.3889,1115.2353,1059.3333,1293.3904,1084.4735,824.209
2025-01-02 02:25:00,1328.2223,1105.0687,1049.1667,1283.2238,1074.3069,814.0424
2025-01-02 02:26:00,1332.2223,1109.0687,1053.1667,1287.2238,1078.3069,818.0424
2025-01-02 02:27:00,1323.3889,1100.2353,1044.3333,1278.3904,1069.4735,809.209
2025-01-02 02:28:00,1334.5556,1111.402,1055.5,1289.5571,1080.6402,820.3757
2025-01-02 02:29:00,1338.8889,1115.7353,1059.8333,1293.8904,1084.9735,824.709
2025-01-02 02:30:00,1340.5556,1117.402,1061.5,1295.5571,1086.6402,826.3757
2025-01-02 02:31:00,1342.1389,1118.9853,1063.0833,1297.1404,1088.2235,827.959
2025-01-02 02:32:00,1343.7223,1120.5687,1064.6667,1298.7238,1089.8069,829.5424
2025-01-02 02:33:00,1347.4723,1124.3187,1068.4167,1302.4738,1093.5569,833.2924
2025-01-02 02:34:00,1351.2223,1128.0687,1072.1667,1306.2238,1097.3069,837.0424
2025-01-02 02:35:00,1339.2223,1116.0687,1060.1667,1294.2238,1085.3069,825.0424
2025-01-02 02:36:00,1344.8334,1121.6798,1065.7778,1299.8349,1090.918,830.6535
2025-01-02 02:37:00,1350.4445,1127.2909,1071.3889,1305.446,1096.5291,836.2646
2025-01-02 02:38:00,1356.0556,1132.902,1077.0,1311.0571,1102.1402,841.8757
2025-01-02 02:39:00,1353.3889,1130.2353,1074.3333,1308.3904,1099.4735,839.209
2025-01-02 02:40:00,1350.7223,1127.5687,1071.6667,1305.7238,1096.8069,836.5424
2025-01-02 02:41:00,1348.0556,1124.902,1069.0,1303.0571,1094.1402,833.8757
2025-01-02 02:42:00,1341.7223,1118.5687,1062.6667,1296.7238,1087.8069,827.5424
2025-01-02 02:43:00,1339.2223,1116.0687,1060.1667,1294.2238,1085.3069,825.0424
2025-01-02 02:44:00,1340.5556,1117.402,1061.5,1295.5571,1086.6402,826.3757
2025-01-02 02:45:00,1338.7778,1115.6242,1059.7222,1293.7793,1084.8624,824.5979
2025-01-02 02:46:00,1337.0,1113.8464,1057.9444,1292.0015,1083.0846,822.8201
2025-01-02 02:47:00,1335.2223,1112.0687,1056.1667,1290.2238,1081.3069,821.0424
2025-01-02 02:48:00,1343.8889,1120.7353,1064.8333,1298.8904,1089.9735,829.709
2025-01-02 02:49:00,1346.3889,1123.2353,1067.3333,1301.3904,1092.4735,832.209
2025-01-02 02:50:00,1349.5556,1126.402,1070.5,1304.5571,1095.6402,835.3757
2025-01-02 02:51:00,1352.7223,1129.5687,1073.6667,1307.7238,1098.8069,838.5424
2025-01-02 02:52:00,1351.8889,1128.7353,1072.8333,1306.8904,1097.9735,837.709
2025-01-02 02:53:00,1353.7223,1130.5687,1074.6667,1308.7238,1099.8069,839.5424
2025-01-02 02:54:00,1353.3889,1130.2353,1074.3333,1308.3904,1099.4735,839.209
2025-01-02 02:55:00,1346.1389,1122.9853,1067.0833,1301.1404,1092.2235,831.959
2025-01-02 02:56:00,1338.8889,1115.7353,1059.8333,1293.8904,1084.9735,824.709
2025-01-02 02:57:00,1342.3889,1119.2353,1063.3333,1297.3904,1088.4735,828.209
2025-01-02 02:58:00,1351.3889,1128.2353,1072.3333,1306.3904,1097.4735,837.209
2025-01-02 02:59:00,1352.7223,1129.5687,1073.6667,1307.7238,1098.8069,838.5424
2025-01-02 03:00:00,1357.8889,1134.7353,1078.8333,1312.8904,1103.9735,843.709
2025-01-02 03:01:00,1353.7223,1130.5687,1074.6667,1308.7238,1099.8069,839.5424
2025-01-02 03:02:00,1348.7223,1125.5687,1069.6667,1303.7238,1094.8069,834.5424
2025-01-02 03:03:00,1343.7223,1120.5687,1064.6667,1298.7238,1089.8069,829.5424
2025-01-02 03:04:00,1345.1389,1121.9853,1066.0833,1300.1404,1091.2235,830.959
2025-01-02 03:05:00,1346.5556,1123.402,1067.5,1301.5571,1092.6402,832.3757
2025-01-02 03:06:00,1343.5,1120.3464,1064.4444,1298.5015,1089.5846,829.3201
2025-01-02 03:07:00,1340.4445,1117.2909,1061.3889,1295.446,1086.5291,826.2646
2025-01-02 03:08:00,1337.3889,1114.2353,1058.3333,1292.3904,1083.4735,823.209
2025-01-02 03:09:00,1332.7223,1109.5687,1053.6667,1287.7238,1078.8069,818.5424
2025-01-02 03:10:00,1330.2223,1107.0687,1051.1667,1285.2238,1076.3069,816.0424
2025-01-02 03:11:00,1339.7223,1116.5687,1060.6667,1294.7238,1085.8069,825.5424
2025-01-02 03:12:00,1352.5556,1129.402,1073.5,1307.5571,1098.6402,838.3757
2025-01-02 03:13:00,1341.3889,1118.2353,1062.3333,1296.3904,1087.4735,827.209
2025-01-02 03:14:00,1329.3889,1106.2353,1050.3333,1284.3904,1075.4735,815.209
2025-01-02 03:15:00,1337.7223,1114.5687,1058.6667,1292.7238,1083.8069,823.5424
2025-01-02 03:16:00,1329.2223,1106.0687,1050.1667,1284.2238,1075.3069,815.0424
2025-01-02 03:17:00,1331.7223,1108.5687,1052.6667,1286.7238,1077.8069,817.5424
2025-01-02 03:18:00,1341.8889,1118.7353,1062.8333,1296.8904,1087.9735,827.709
2025-01-02 03:19:00,1358.2223,1135.0687,1079.1667,1313.2238,1104.3069,844.0424
2025-01-02 03:20:00,1360.8407,1146.4668,1101.8333,1313.6986,1093.7935,828.0533
2025-01-02 03:21:00,1378.7223,1155.5687,1099.6667,1333.7238,1124.8069,864.5424
2025-01-02 03:22:00,1370.2223,1147.0687,1091.1667,1325.2238,1116.3069,856.0424
2025-01-02 03:23:00,1362.8889,1139.7353,1083.8333,1317.8904,1108.9735,848.709
2025-01-02 03:24:00,1349.8889,1126.7353,1070.8333,1304.8904,1095.9735,835.709
2025-01-02 03:25:00,1328.8889,1105.7353,1049.8333,1283.8904,1074.9735,814.709
2025-01-02 03:26:00,1333.2223,1110.0687,1054.1667,1288.2238,1079.3069,819.0424
2025-01-02 03:27:00,1325.5556,1102.402,1046.5,1280.5571,1071.6402,811.3757
2025-01-02 03:28:00,1319.2223,1096.0687,1040.1667,1274.2238,1065.3069,805.0424
2025-01-02 03:29:00,1324.2223,1101.0687,1045.1667,1279.2238,1070.3069,810.0424
2025-01-02 03:30:00,1326.8889,1103.7353,1047.8333,1281.8904,1072.9735,812.709
2025-01-02 03:31:00,1321.0556,1097.902,1042.0,1276.0571,1067.1402,806.8757
2025-01-02 03:32:00,1314.8889,1091.7353,1035.8333,1269.8904,1060.9735,800.709
2025-01-02 03:33:00,1312.8889,1089.7353,1033.8333,1267.8904,1058.9735,798.709
2025-01-02 03:34:00,1316.3889,1093.2353,1037.3333,1271.3904,1062.4735,802.209
2025-01-02 03:35:00,1317.2223,1094.0687,1038.1667,1272.2238,1063.3069,803.0424
2025-01-02 03:36:00,1312.7223,1089.5687,1033.6667,1267.7238,1058.8069,798.5424
2025-01-02 03:37:00,1308.2223,1085.0687,1029.1667,1263.2238,1054.3069,794.0424
2025-01-02 03:38:00,1324.0556,1100.902,1045.0,1279.0571,1070.1402,809.8757
2025-01-02 03:39:00,1325.2223,1102.0687,1046.1667,1280.2238,1071.3069,811.0424
2025-01-02 03:40:00,1324.5556,1101.402,1045.5,1279.5571,1070.6402,810.3757
2025-01-02 03:41:00,1330.8889,1107.7353,1051.8333,1285.8904,1076.9735,816.709
2025-01-02 03:42:00,1339.2223,1116.0687,1060.1667,1294.2238,1085.3069,825.0424
2025-01-02 03:43:00,1330.8889,1107.7353,1051.8333,1285.8904,1076.9735,816.709
2025-01-02 03:44:00,1334.9723,1111.8187,1055.9167,1289.9738,1081.0569,820.7924
2025-01-02 03:45:00,1339.0556,1115.902,1060.0,1294.0571,1085.1402,824.8757
2025-01-02 03:46:00,1362.3056,1139.152,1083.25,1317.3071,1108.3902,848.1257
2025-01-02 03:47:00,1365.5074,1151.1335,1106.5,1318.3653,1098.4602,832.72
2025-01-02 03:48:00,1371.6741,1157.3002,1112.6667,1324.532,1104.6269,838.8867
2025-01-02 03:49:00,1371.1741,1156.8002,1112.1667,1324.032,1104.1269,838.3867
2025-01-02 03:50:00,1371.5074,1157.1335,1112.5,1324.3653,1104.4602,838.72
2025-01-02 03:51:00,1370.6741,1156.3002,1111.6667,1323.532,1103.6269,837.8867
2025-01-02 03:52:00,1367.3407,1152.9668,1108.3333,1320.1986,1100.2935,834.5533
2025-01-02 03:53:00,1363.8407,1149.4668,1104.8333,1316.6986,1096.7935,831.0533
2025-01-02 03:54:00,1376.3889,1153.2353,1097.3333,1331.3904,1122.4735,862.209
2025-01-02 03:55:00,1369.5074,1155.1335,1110.5,1322.3653,1102.4602,836.72
2025-01-02 03:56:00,1372.8407,1158.4668,1113.8333,1325.6986,1105.7935,840.0533
2025-01-02 03:57:00,1378.1741,1163.8002,1119.1667,1331.032,1111.1269,845.3867
2025-01-02 03:58:00,1375.5074,1161.1335,1116.5,1328.3653,1108.4602,842.72
2025-01-02 03:59:00,1380.1741,1165.8002,1121.1667,1333.032,1113.1269,847.3867
2025-01-02 04:00:00,1378.0074,1163.6335,1119.0,1330.8653,1110.9602,845.22
2025-01-02 04:01:00,1372.3407,1157.9668,1113.3333,1325.1986,1105.2935,839.5533
2025-01-02 04:02:00,1365.6741,1151.3002,1106.6667,1318.532,1098.6269,832.8867
2025-01-02 04:03:00,1377.5556,1154.402,1098.5,1332.5571,1123.6402,863.3757
2025-01-02 04:04:00,1378.3889,1155.2353,1099.3333,1333.3904,1124.4735,864.209
2025-01-02 04:05:00,1360.0074,1145.6335,1101.0,1312.8653,1092.9602,827.22
2025-01-02 04:06:00,1376.2223,1153.0687,1097.1667,1331.2238,1122.3069,862.0424
2025-01-02 04:07:00,1374.5556,1151.402,1095.5,1329.5571,1120.6402,860.3757
2025-01-02 04:08:00,1375.5556,1152.402,1096.5,1330.5571,1121.6402,861.3757
2025-01-02 04:09:00,1376.8889,1153.7353,1097.8333,1331.8904,1122.9735,862.709
2025-01-02 04:10:00,1371.1741,1156.8002,1112.1667,1324.032,1104.1269,838.3867
2025-01-02 04:11:00,1399.0074,1184.6335,1140.0,1351.8653,1131.9602,866.22
2025-01-02 04:12:00,1399.8407,1185.4668,1140.8333,1352.6986,1132.7935,867.0533
2025-01-02 04:13:00,1390.1741,1175.8002,1131.1667,1343.032,1123.1269,857.3867
2025-01-02 04:14:00,1384.5074,1170.1335,1125.5,1337.3653,1117.4602,851.72
2025-01-02 04:15:00,1389.0074,1174.6335,1130.0,1341.8653,1121.9602,856.22
2025-01-02 04:16:00,1387.5074,1173.1335,1128.5,1340.3653,1120.4602,854.72
2025-01-02 04:17:00,1389.1741,1174.8002,1130.1667,1342.032,1122.1269,856.3867
2025-01-02 04:18:00,1393.3407,1178.9668,1134.3333,1346.1986,1126.2935,860.5533
2025-01-02 04:19:00,1397.6741,1183.3002,1138.6667,1350.532,1130.6269,864.8867
2025-01-02 04:20:00,1398.5074,1184.1335,1139.5,1351.3653,1131.4602,865.72
2025-01-02 04:21:00,1402.8407,1188.4668,1143.8333,1355.6986,1135.7935,870.0533
2025-01-02 04:22:00,1407.5074,1193.1335,1148.5,1360.3653,1140.4602,874.72
2025-01-02 04:23:00,1404.8407,1190.4668,1145.8333,1357.6986,1137.7935,872.0533
2025-01-02 04:24:00,1409.1741,1194.8002,1150.1667,1362.032,1142.1269,876.3867
2025-01-02 04:25:00,1407.8407,1193.4668,1148.8333,1360.6986,1140.7935,875.0533
2025-01-02 04:26:00,1411.1741,1196.8002,1152.1667,1364.032,1144.1269,878.3867
2025-01-02 04:27:00,1405.8407,1191.4668,1146.8333,1358.6986,1138.7935,873.0533
2025-01-02 04:28:00,1406.1741,1191.8002,1147.1667,1359.032,1139.1269,873.3867
2025-01-02 04:29:00,1404.8407,1190.4668,1145.8333,1357.6986,1137.7935,872.0533
2025-01-02 04:30:00,1401.6741,1187.3002,1142.6667,1354.532,1134.6269,868.8867
2025-01-02 04:31:00,1393.1741,1178.8002,1134.1667,1346.032,1126.1269,860.3867
2025-01-02 04:32:00,1401.3407,1186.9668,1142.3333,1354.1986,1134.2935,868.5533
2025-01-02 04:33:00,1401.0074,1186.6335,1142.0,1353.8653,1133.9602,868.22
2025-01-02 04:34:00,1398.8407,1184.4668,1139.8333,1351.6986,1131.7935,866.0533
2025-01-02 04:35:00,1392.5074,1178.1335,1133.5,1345.3653,1125.4602,859.72
2025-01-02 04:36:00,1392.8407,1178.4668,1133.8333,1345.6986,1125.7935,860.0533
2025-01-02 04:37:00,1400.6741,1186.3002,1141.6667,1353.532,1133.6269,867.8867
2025-01-02 04:38:00,1410.8407,1196.4668,1151.8333,1363.6986,1143.7935,878.0533
2025-01-02 04:39:00,1427.6741,1213.3002,1168.6667,1380.532,1160.6269,894.8867
2025-01-02 04:40:00,1433.3407,1218.9668,1174.3333,1386.1986,1166.2935,900.5533
2025-01-02 04:41:00,1426.5074,1212.1335,1167.5,1379.3653,1159.4602,893.72
2025-01-02 04:42:00,1420.8407,1206.4668,1161.8333,1373.6986,1153.7935,888.0533
2025-01-02 04:43:00,1426.8407,1212.4668,1167.8333,1379.6986,1159.7935,894.0533
2025-01-02 04:44:00,1425.3407,1210.9668,1166.3333,1378.1986,1158.2935,892.5533
2025-01-02 04:45:00,1426.0074,1211.6335,1167.0,1378.8653,1158.9602,893.22
2025-01-02 04:46:00,1422.3407,1207.9668,1163.3333,1375.1986,1155.2935,889.5533
2025-01-02 04:47:00,1424.0074,1209.6335,1165.0,1376.8653,1156.9602,891.22
2025-01-02 04:48:00,1425.6741,1211.3002,1166.6667,1378.532,1158.6269,892.8867
2025-01-02 04:49:00,1424.0074,1209.6335,1165.0,1376.8653,1156.9602,891.22
2025-01-02 04:50:00,1420.0074,1205.6335,1161.0,1372.8653,1152.9602,887.22
2025-01-02 04:51:00,1418.8407,1204.4668,1159.8333,1371.6986,1151.7935,886.0533
2025-01-02 04:52:00,1424.5074,1210.1335,1165.5,1377.3653,1157.4602,891.72
